timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2025-12-07 00:04:00,-53660773380691057697,53620733,-276332,-276332,-276332,-276332,0,53620733,186965695212246331124967
2025-12-07 00:05:00,-1333973883231496094,1332978,-276332,-276332,-276332,-276332,0,1332978,186965695212246331124967
2025-12-07 00:15:00,-14352946524353115030,14342236,-276332,-276332,-276332,-276332,0,14342236,186965695212246331124967
2025-12-07 00:42:00,-13181143368834911284,13171308,-276332,-276332,-276332,-276332,0,13171308,187178610888769583681534
2025-12-07 00:43:00,-13169166985877316035,13159340,-276332,-276332,-276332,-276332,0,13159340,187178610888769583681534
2025-12-07 01:01:00,-11135064207270537114,11126755,-276332,-276332,-276332,-276332,0,11126755,187178610888769583681534
2025-12-07 01:57:00,-15182209012901083539,15170880,-276332,-276332,-276332,-276332,0,15170880,187178610888769583681534
2025-12-07 02:08:00,-325865075150492600390,325621926,-276332,-276332,-276332,-276332,0,325621926,187178610888769583681534
2025-12-07 02:55:00,3051139446373998,-3050,-276332,-276332,-276332,-276332,3051139446373998,0,187178610888769583681534
2025-12-07 03:12:00,3363619595253477856642,-3361412363,-276332,-276332,-276332,-276332,3363619595253477856642,0,187178610888769583681534
2025-12-07 03:19:00,25262327529338260540391,-25245754058,-276332,-276332,-276332,-276332,25262327529338260540391,0,187178610888769583681534
2025-12-07 03:48:00,-3029496614577524947528,3027236988,-276332,-276332,-276332,-276332,0,3027236988,187178739292209519994749
2025-12-07 04:53:00,-1682689140822881560806,1681434022,-276332,-276332,-276332,-276332,0,1681434022,187178739292209519994749
2025-12-07 05:03:00,-23915759863077818404,23897920,-276332,-276332,-276332,-276332,0,23897920,187178739292209519994749
2025-12-07 05:19:00,-160503407992438585485,160383686,-276332,-276332,-276332,-276332,0,160383686,187178739292209519994749
2025-12-07 05:36:00,-38251226715035889400,38222694,-276332,-276332,-276332,-276332,0,38222694,187178739292209519994749
2025-12-07 05:59:00,31992886583642475335492,-31971905588,-276332,-276332,-276332,-276332,31992886583642475335492,0,187178739292209519994749
2025-12-07 06:28:00,-100000000000000000000000,99925389190,-276332,-276332,-276332,-276332,0,99925389190,185670837177015746403621
2025-12-07 06:32:00,-239979977404815734627860,239800490651,-276332,-276332,-276332,-276332,0,239800490651,187592420042465140397183
2025-12-07 08:11:00,-210113109647405594703124,209955458762,-276332,-276332,-276332,-276332,0,209955458762,188614928036538314595067
