timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2026-03-11 00:06:00,-1859100288,1859047999407228127426,276323,276323,276323,276323,0,1859047999407228127426,520055991488078667558
2026-03-11 00:08:00,-234349770,234342235233491304147,276323,276323,276323,276323,0,234342235233491304147,520055991488078667558
2026-03-11 00:32:00,1286758742,-1286732843605638933022,276323,276323,276323,276323,1286758742,0,520055991488078667558
2026-03-11 01:14:00,-2539781826,2539699190472949771547,276323,276323,276323,276323,0,2539699190472949771547,520055991488078667558
2026-03-11 01:32:00,2469994401,-2469938404689991641983,276323,276323,276323,276323,2469994401,0,520055991488078667558
2026-03-11 02:31:00,3220292802,-3220255030385081716675,276323,276323,276323,276323,3220292802,0,520055991488078667558
2026-03-11 02:36:00,-1374312000,1374287014791559110227,276323,276323,276323,276323,0,1374287014791559110227,520055991488078667558
2026-03-11 02:41:00,350010,-350006520100668819,276323,276323,276323,276323,350010,0,520055991488078667558
2026-03-11 03:27:00,4750008016,-4750000000000000000000,276324,276324,276324,276324,4750008016,0,520055937931760242497
2026-03-11 03:46:00,-139020000,139019606879086752584,276324,276324,276324,276324,0,139019606879086752584,520055937931760242497
2026-03-11 03:52:00,-3830914573,3830874518901315635461,276323,276323,276323,276323,0,3830874518901315635461,520055991488078667558
2026-03-11 03:58:00,-1902278764,1902237904747612931755,276323,276323,276323,276323,0,1902237904747612931755,520055991488078667558
2026-03-11 04:26:00,-210758669,210753285651076216732,276323,276323,276323,276323,0,210753285651076216732,520055991488078667558
2026-03-11 04:27:00,5674528575,-5674500000076511735647,276324,276324,276324,276324,5674528575,0,520055937931760242497
2026-03-11 05:04:00,-1045155020,1045148607189225750851,276323,276323,276323,276323,0,1045148607189225750851,520055991488078667558
2026-03-11 05:27:00,1885059569,-1885069902044100000000,276324,276324,276324,276324,1885059569,0,520055937931760242497
2026-03-11 05:30:00,-50000000,49999950463478888196,276324,276324,276324,276324,0,49999950463478888196,520055937931760242497
2026-03-11 05:31:00,-3759198581,3759167320895814398832,276323,276323,276323,276323,0,3759167320895814398832,520055991488078667558
2026-03-11 05:54:00,492572544,-492570280531980850867,276323,276323,276323,276323,492572544,0,520055991488078667558
2026-03-11 06:46:00,-157800000,157797798262378590569,276323,276323,276323,276323,0,157797798262378590569,520055991488078667558
2026-03-11 06:57:00,-289886,289881316620547585,276323,276323,276323,276323,0,289881316620547585,520055991488078667558
2026-03-11 06:58:00,7108052967,-7108119858769438022771,276324,276324,276324,276324,7108052967,0,520055937931760242497
2026-03-11 07:07:00,-7603261680,7603249957399647367154,276323,276323,276323,276323,0,7603249957399647367154,520055991488078667558
2026-03-11 07:43:00,1150028666,-1150024124044777469811,276323,276323,276323,276323,1150028666,0,520055991488078667558
2026-03-11 07:48:00,6017303435,-6017362595937468055989,276324,276324,276324,276324,6017303435,0,520055937931760242497
2026-03-11 07:50:00,-6864880754,6864868409325890840297,276323,276323,276323,276323,0,6864868409325890840297,520055991488078667558
2026-03-11 07:56:00,-56411847,56410993861359888002,276323,276323,276323,276323,0,56410993861359888002,520055991488078667558
2026-03-11 08:13:00,-41400000,41399366795567648722,276323,276323,276323,276323,0,41399366795567648722,520055991488078667558
2026-03-11 08:18:00,-10998814,10998644661316762918,276323,276323,276323,276323,0,10998644661316762918,520055991488078667558
2026-03-11 08:37:00,204925194,-204924165529390262261,276323,276323,276323,276323,204925194,0,520055991488078667558
2026-03-11 08:40:00,279642542,-279641398663354269510,276323,276323,276323,276323,279642542,0,520055991488078667558
2026-03-11 08:56:00,2999993353,-3000000000000000000000,276324,276324,276324,276324,2999993353,0,520055937931760242497
2026-03-11 09:05:00,-7592597232,7587970553765783200569,276323,276313,276313,276323,57679165744,65257281605379016582020,520055991488078667558
2026-03-11 09:12:00,1498850830,-1498845246000000000000,276323,276323,276323,276323,1498850830,0,520055991488078667558
2026-03-11 09:19:00,-1360000000,1359981696075439864987,276323,276323,276323,276323,0,1359981696075439864987,520055991488078667558
2026-03-11 09:34:00,-199990000,199986708444043065402,276323,276323,276323,276323,0,199986708444043065402,520055991488078667558
2026-03-11 09:47:00,-60000000,59998982504046077368,276323,276323,276323,276323,0,59998982504046077368,520055991488078667558
2026-03-11 09:49:00,194619374,-194618071109571292088,276323,276323,276323,276323,194619374,0,520055991488078667558
2026-03-11 10:44:00,-911243238,911226764354997349427,276323,276323,276323,276323,0,911226764354997349427,520055991488078667558
2026-03-11 11:19:00,2789035138,-2789022680431188792652,276323,276323,276323,276323,2789035138,0,520055991488078667558
2026-03-11 11:20:00,1214746241,-1214750167837734534297,276324,276324,276324,276324,1214746241,0,520055937931760242497
2026-03-11 11:22:00,-1033000000,1032993368349729058440,276323,276323,276323,276323,0,1032993368349729058440,520055991488078667558
2026-03-11 11:45:00,884837674,-884840592000000000000,276324,276324,276324,276324,884837674,0,520055937931760242497
2026-03-11 12:06:00,-2606136160,2606110062992822853437,276323,276323,276323,276323,0,2606110062992822853437,520055991488078667558
2026-03-11 12:10:00,-1007113,1007096902401766299,276323,276323,276323,276323,0,1007096902401766299,520055991488078667558
2026-03-11 12:39:00,2527077573,-2527077147000000000000,276324,276324,276324,276324,2527077573,0,520055937931760242497
2026-03-11 12:40:00,-1000000000,999992765580050270638,276323,276323,276323,276323,0,999992765580050270638,520055991488078667558
2026-03-11 13:01:00,1031513273,-1031516191520000000000,276324,276324,276324,276324,1031513273,0,520055937931760242497
2026-03-11 13:04:00,-742688871,742683954778644239975,276323,276323,276323,276323,0,742683954778644239975,520055991488078667558
