timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2026-07-03 00:01:00,7434683398844493071,-7362055,-276418,-276418,-276418,-276418,7434683398844493071,0,0
2026-07-03 00:46:00,10986807052432820302,-10879472,-276418,-276418,-276418,-276418,10986807052432820302,0,0
2026-07-03 01:13:00,-27208862452955571873,26995822,-276418,-276418,-276418,-276418,26030186758386955772,52771766,0
2026-07-03 02:30:00,81865783704546256884,-81065907,-276418,-276418,-276418,-276418,81865783704546256884,0,0
2026-07-03 04:18:00,9822755775396052158,-9726753,-276418,-276418,-276418,-276418,9822755775396052158,0,0
2026-07-03 04:42:00,-10158361201013003842,10069146,-276418,-276418,-276418,-276418,0,10069146,0
2026-07-03 06:29:00,5742830482969715046,-5686704,-276418,-276418,-276418,-276418,5742830482969715046,0,0
2026-07-03 07:51:00,3495292603061689423,-3461131,-276418,-276418,-276418,-276418,3495292603061689423,0,0
2026-07-03 08:57:00,52738428045547740638,-52222890,-276418,-276418,-276418,-276418,52738428045547740638,0,0
2026-07-03 09:01:00,150739745190699073223,-149265246,-276418,-276418,-276418,-276418,150739745190699073223,0,0
2026-07-03 09:09:00,-17591716122899598053,17436998,-276418,-276418,-276418,-276418,0,17436998,0
2026-07-03 10:41:00,13276728302578077702,-13146805,-276418,-276418,-276418,-276418,13276728302578077702,0,0
2026-07-03 10:44:00,-137023202969947315281,135818640,-276418,-276418,-276418,-276418,0,135818640,0
2026-07-03 11:55:00,-9150215945060107068,9069819,-276418,-276418,-276418,-276418,0,9069819,0
2026-07-03 12:37:00,125707758599691304175,-124478214,-276418,-276418,-276418,-276418,125707758599691304175,0,0
2026-07-03 14:15:00,51441270106582010359,-50937838,-276418,-276418,-276418,-276418,51441270106582010359,0,0
2026-07-03 14:21:00,346232622468366761702,-342839885,-276418,-276418,-276418,-276418,346232622468366761702,0,0
2026-07-03 14:26:00,-302666317259051134035,300000000,-276418,-276418,-276418,-276418,0,300000000,0
2026-07-03 15:52:00,97431806556289313727,-96477566,-276418,-276418,-276418,-276418,97431806556289313727,0,0
2026-07-03 15:58:00,150767120238463201079,-149289344,-276418,-276418,-276418,-276418,150767120238463201079,0,0
2026-07-03 16:02:00,8740037308509426096,-8654326,-276418,-276418,-276418,-276418,8740037308509426096,0,0
2026-07-03 16:14:00,136131364048122755401,-134795743,-276418,-276418,-276418,-276418,136131364048122755401,0,0
2026-07-03 17:03:00,10027811751390797541,-9929380,-276418,-276418,-276418,-276418,10027811751390797541,0,0
2026-07-03 19:31:00,-52424038881706905497,51961471,-276418,-276418,-276418,-276418,0,51961471,0
2026-07-03 20:16:00,19203420280672072138,-19014968,-276418,-276418,-276418,-276418,19203420280672072138,0,0
2026-07-03 20:36:00,-600944895232236630856,595654017,-276418,-276418,-276418,-276418,0,595654017,0
2026-07-03 22:21:00,8640254533097976593,-8555782,-276418,-276418,-276418,-276418,8640254533097976593,0,0
2026-07-03 22:54:00,8078586540872165866,-7999601,-276418,-276418,-276418,-276418,8078586540872165866,0,0
2026-07-03 23:49:00,6237319200631313165,-6176333,-276418,-276418,-276418,-276418,6237319200631313165,0,0
2026-07-03 23:54:00,3791060102417142159,-3753991,-276418,-276418,-276418,-276418,3791060102417142159,0,0
