amount0,amount1,liquidity,tick,timestamp
-29878084019849000028,29878572,337693460587511049549,-276324,2026-07-20 15:39:23.000 UTC
-12050000000000000000000,12049834451,1382811519302770508545,-276325,2026-07-20 15:48:23.000 UTC
2593221314574019571196,-2593287434,1382811519302770508545,-276325,2026-07-20 15:52:47.000 UTC
2746610537704199185354,-2746669961,1382811519302770508545,-276325,2026-07-20 15:52:47.000 UTC
4031383411034466733757,-4031538569,337693460587511049549,-276324,2026-07-20 15:53:23.000 UTC
-14851136909248884346,14851142,337693460587511049549,-276324,2026-07-20 16:05:35.000 UTC
-2964803288268424222950,2964778196,337693460587511049549,-276324,2026-07-20 16:09:59.000 UTC
1139013469074235096000,-1139054624,337693460587511049549,-276324,2026-07-20 16:11:23.000 UTC
-113935615999568890676,113934381,337693460587511049549,-276324,2026-07-20 16:13:11.000 UTC
-9888275585436427653,9888164,337693460587511049549,-276324,2026-07-20 16:15:23.000 UTC
545586830645537938481,-545608866,337693460587511049549,-276324,2026-07-20 16:17:35.000 UTC
-17286586279521501404573,17286057489,1382811519302770508545,-276325,2026-07-20 16:25:11.000 UTC
9915830853652500036,-9915892,1382811519302770508545,-276325,2026-07-20 16:26:23.000 UTC
2818123314343270573638,-2818146427,1382811519302770508545,-276325,2026-07-20 16:28:35.000 UTC
54541900940283173097,-54542462,1382811519302770508545,-276325,2026-07-20 16:35:59.000 UTC
1498983772331436839558,-1499000865,1382811519302770508545,-276325,2026-07-20 16:36:11.000 UTC
50156932850132798403,-50157561,1382811519302770508545,-276325,2026-07-20 16:37:11.000 UTC
-7567159927106927041247,7566835196,1382811519302770508545,-276325,2026-07-20 16:41:35.000 UTC
24972425074666666310865,-24973025276,337693460587511049549,-276324,2026-07-20 16:44:59.000 UTC
-73088295022751201647,73089664,337693460587511049549,-276324,2026-07-20 16:46:35.000 UTC
-3218708818000000000,3218768,337693460587511049549,-276324,2026-07-20 16:48:23.000 UTC
-24651562756080555908,24652017,337693460587511049549,-276324,2026-07-20 16:50:23.000 UTC
-792554448000000000000,792567137,337693460587511049549,-276324,2026-07-20 16:58:35.000 UTC
-21449596409986062798,21449888,337693460587511049549,-276324,2026-07-20 17:02:35.000 UTC
-15459888765100333497,15460097,337693460587511049549,-276324,2026-07-20 17:05:35.000 UTC
-22405766204562630346,22406065,337693460587511049549,-276324,2026-07-20 17:09:11.000 UTC
-21652450256049535889,21652737,337693460587511049549,-276324,2026-07-20 17:10:11.000 UTC
291559247131378193003,-291577922,337693460587511049549,-276324,2026-07-20 17:21:11.000 UTC
-130615072375890745403,130616969,337693460587511049549,-276324,2026-07-20 17:24:11.000 UTC
220870757077861140651,-220885069,337693460587511049549,-276324,2026-07-20 17:25:11.000 UTC
-1529837383289393673534,1529854081,337693460587511049549,-276324,2026-07-20 17:27:11.000 UTC
-945060438259158502732,945063827,337693460587511049549,-276324,2026-07-20 17:34:59.000 UTC
-899974238391705077806,899972548,337693460587511049549,-276324,2026-07-20 17:36:11.000 UTC
-1008273414580296706114,1008265824,337693460587511049549,-276324,2026-07-20 17:38:59.000 UTC
4033167195620656645582,-4033374628,337693460587511049549,-276324,2026-07-20 17:41:59.000 UTC
5792886392502568728770,-5793352903,337693460587511049549,-276324,2026-07-20 17:50:35.000 UTC
-18000000000000000000000,17999984157,1382811519302770508545,-276325,2026-07-20 17:50:59.000 UTC
133901021915407706955,-133903576,1382811519302770508545,-276325,2026-07-20 17:51:11.000 UTC
179570769403702887582,-179574154,1382811519302770508545,-276325,2026-07-20 17:51:11.000 UTC
1047241409716802969091,-1047262277,1382811519302770508545,-276325,2026-07-20 17:51:11.000 UTC
697326374161667632333,-697341149,1382811519302770508545,-276325,2026-07-20 17:51:47.000 UTC
587466237402945586846,-587479230,1382811519302770508545,-276325,2026-07-20 17:54:23.000 UTC
20411713712675403360037,-20413113145,337693460587511049549,-276324,2026-07-20 17:59:47.000 UTC
-13717239540042342195739,13717747325,337693460587511049549,-276324,2026-07-20 18:00:11.000 UTC
-434538813792669306852,434536688,337693460587511049549,-276324,2026-07-20 18:00:35.000 UTC
276605400694054495341,-276617750,337693460587511049549,-276324,2026-07-20 18:01:23.000 UTC
-593038095000000000000,593034362,337693460587511049549,-276324,2026-07-20 18:08:11.000 UTC
-210096437575999400199,210094615,337693460587511049549,-276324,2026-07-20 18:08:59.000 UTC
-208202758778332453345,208200695,337693460587511049549,-276324,2026-07-20 18:11:11.000 UTC
244617409637003040462,-244627243,337693460587511049549,-276324,2026-07-20 18:12:23.000 UTC
270097151736813320789,-270108421,337693460587511049549,-276324,2026-07-20 18:12:59.000 UTC
24079402394158424436,-24080429,337693460587511049549,-276324,2026-07-20 18:15:35.000 UTC
1232296388540890460604,-1232353461,337693460587511049549,-276324,2026-07-20 18:17:11.000 UTC
8008927267171090913330,-8009517379,337693460587511049549,-276324,2026-07-20 18:25:47.000 UTC
-7320000000000000000000,7320188266,337693460587511049549,-276324,2026-07-20 18:27:11.000 UTC
-121985413014363655936,121985862,337693460587511049549,-276324,2026-07-20 18:27:23.000 UTC
-19160000000000000000000,19159468396,1382811519302770508545,-276325,2026-07-20 18:38:47.000 UTC
-14175000000000000000000,14174233898,1382811519302770508545,-276325,2026-07-20 18:39:35.000 UTC
140855560824536739452,-140853562,1382811519302770508545,-276325,2026-07-20 18:42:23.000 UTC
36665203383578651235,-36664688,1382811519302770508545,-276325,2026-07-20 18:45:23.000 UTC
13972862890882450619671,-13972807895,1382811519302770508545,-276325,2026-07-20 18:46:35.000 UTC
24988388267256232892354,-24989224112,337693460587511049549,-276324,2026-07-20 18:59:23.000 UTC
-101500955109366952057,101504751,337693460587511049549,-276324,2026-07-20 19:02:11.000 UTC
-275480106168503514893,275490101,337693460587511049549,-276324,2026-07-20 19:02:23.000 UTC
-155877425483795266,155882,337693460587511049549,-276324,2026-07-20 19:07:11.000 UTC
-9941314748465267984,9941667,337693460587511049549,-276324,2026-07-20 19:13:59.000 UTC
-1274858520933327599765,1274898846,337693460587511049549,-276324,2026-07-20 19:19:47.000 UTC
-96198245830870571403,96200898,337693460587511049549,-276324,2026-07-20 19:24:11.000 UTC
-26883036077364952513,26883767,337693460587511049549,-276324,2026-07-20 19:27:11.000 UTC
-1889973645000000000000,1890014337,337693460587511049549,-276324,2026-07-20 19:29:47.000 UTC
-15300168285493888474,15300411,337693460587511049549,-276324,2026-07-20 19:42:23.000 UTC
-64826941695236585895,64827956,337693460587511049549,-276324,2026-07-20 19:45:11.000 UTC
-2210033141812529007915,2210052843,337693460587511049549,-276324,2026-07-20 19:48:47.000 UTC
10130344419817186921,-10130876,337693460587511049549,-276324,2026-07-20 19:58:59.000 UTC
36062627919663654798,-36064523,337693460587511049549,-276324,2026-07-20 20:06:59.000 UTC
50162304838854352645,-50164954,337693460587511049549,-276324,2026-07-20 20:17:23.000 UTC
-6885000000000000000000,6884895164,1382811519302770508545,-276325,2026-07-20 20:25:11.000 UTC
283156389722726880772,-283163206,1382811519302770508545,-276325,2026-07-20 20:43:23.000 UTC
-8291727700449638748883,8291464665,1382811519302770508545,-276325,2026-07-20 20:44:23.000 UTC
10705350523385727206826,-10705564898,337693460587511049549,-276324,2026-07-20 20:45:11.000 UTC
-196944051486772984848,196939658,1382811519302770508545,-276325,2026-07-20 20:48:23.000 UTC
-25957165046462465694,25956579,1382811519302770508545,-276325,2026-07-20 20:54:47.000 UTC
5466779714354721512442,-5467014876,337693460587511049549,-276324,2026-07-20 20:58:23.000 UTC
-31789232343859889591,31789521,337693460587511049549,-276324,2026-07-20 21:03:23.000 UTC
-3863914899077875462106,3863905491,337693460587511049549,-276324,2026-07-20 21:08:11.000 UTC
-224801141688953704,224798,337693460587511049549,-276324,2026-07-20 21:10:23.000 UTC
-8498424772530000000000,8498204735,1382811519302770508545,-276325,2026-07-20 21:11:23.000 UTC
-3500000000000000000000,3499877123,1382811519302770508545,-276325,2026-07-20 21:17:59.000 UTC
6999878036686695338322,-7000000000,1382811519302770508545,-276325,2026-07-20 21:35:35.000 UTC
-48895813076076501355,48894465,1382811519302770508545,-276325,2026-07-20 21:38:35.000 UTC
-14191000352686119365492,14190463262,1382811519302770508545,-276325,2026-07-20 21:46:47.000 UTC
199999592953921696662,-200000000,1382811519302770508545,-276325,2026-07-20 21:54:23.000 UTC
-446528513414694438086,446507016,1382811519302770508545,-276325,2026-07-20 21:57:35.000 UTC
1711556780967412893609,-1711561526,1382811519302770508545,-276325,2026-07-20 22:05:35.000 UTC
-6436777744763173991745,6436451757,1382811519302770508545,-276325,2026-07-20 22:15:47.000 UTC
484007965888577146528,-484005571,1382811519302770508545,-276325,2026-07-20 22:16:47.000 UTC
-945578304449320610123,945526030,1382811519302770508545,-276325,2026-07-20 22:34:23.000 UTC
29987206229726138483113,-29987779494,337693460587511049549,-276324,2026-07-20 22:43:35.000 UTC
-42482628380685699642,42483371,337693460587511049549,-276324,2026-07-20 22:56:23.000 UTC
-57862247674690012663225,57859194868,1382811519302770508545,-276325,2026-07-20 22:56:35.000 UTC
200009239719802216886,-200000000,1382811519302770508545,-276325,2026-07-20 22:57:23.000 UTC
64438176374161207646,-64435212,1382811519302770508545,-276325,2026-07-20 22:58:23.000 UTC
77199501573964829770,-77195958,1382811519302770508545,-276325,2026-07-20 22:58:23.000 UTC
915982365864026809208,-915940978,1382811519302770508545,-276325,2026-07-20 22:59:35.000 UTC
6980332245707586942,-6980022,1382811519302770508545,-276325,2026-07-20 23:05:47.000 UTC
-6382197208433389256202,6381564579,1382811519302770508545,-276325,2026-07-20 23:05:47.000 UTC
24064524435971163224,-24063232,1382811519302770508545,-276325,2026-07-20 23:06:47.000 UTC
-11639658283074792000000,11638353247,1382811519302770508545,-276325,2026-07-20 23:13:11.000 UTC
11100638155765033607058,-11099944222,1382811519302770508545,-276325,2026-07-20 23:13:47.000 UTC
7915442539756480249506,-7915056563,1382811519302770508545,-276325,2026-07-20 23:14:11.000 UTC
1000043587616189503424,-1000001271,1382811519302770508545,-276325,2026-07-20 23:14:35.000 UTC
3405872984523614201117,-3405739714,1382811519302770508545,-276325,2026-07-20 23:14:59.000 UTC
1253140812681875220044,-1253096000,1382811519302770508545,-276325,2026-07-20 23:15:47.000 UTC
14525747210536279364809,-14525393499,1382811519302770508545,-276325,2026-07-20 23:22:11.000 UTC
-811034057183837028242,810981800,1382811519302770508545,-276325,2026-07-20 23:25:11.000 UTC
-415473811428839000000,415446673,1382811519302770508545,-276325,2026-07-20 23:25:35.000 UTC
-386665637758431317243,386640157,1382811519302770508545,-276325,2026-07-20 23:36:23.000 UTC
-13898539388641725795601,13897479931,1382811519302770508545,-276325,2026-07-20 23:36:47.000 UTC
12189578997046829846542,-12189244206,1382811519302770508545,-276325,2026-07-20 23:36:59.000 UTC
-11566592505554039500982,11565701730,1382811519302770508545,-276325,2026-07-20 23:41:47.000 UTC
1000035265672347572969,-1000000610,1382811519302770508545,-276325,2026-07-20 23:44:23.000 UTC
-8244518063465291387947,8243776953,1382811519302770508545,-276325,2026-07-21 00:01:23.000 UTC
-385386079795254158903,385349032,1382811519302770508545,-276325,2026-07-21 00:11:11.000 UTC
-41484852114481057448,41480851,1382811519302770508545,-276325,2026-07-21 00:16:23.000 UTC
50000515796230333677765,-50000000000,1382811519302770508545,-276325,2026-07-21 00:29:35.000 UTC
-628929076645475647488,628913596,1382811519302770508545,-276325,2026-07-21 00:30:23.000 UTC
19848374061761543493,-19848870,1382811519302770508545,-276325,2026-07-21 00:37:11.000 UTC
-3037818197037617164660,3037735459,1382811519302770508545,-276325,2026-07-21 00:40:23.000 UTC
9996663813562227114002,-9997000000,337693460587511049549,-276324,2026-07-21 00:48:35.000 UTC
-47721576776453081199,47721945,337693460587511049549,-276324,2026-07-21 00:49:11.000 UTC
-2026141871233622556488,2026145091,337693460587511049549,-276324,2026-07-21 00:49:47.000 UTC
-999568528056157857,999564,337693460587511049549,-276324,2026-07-21 00:53:11.000 UTC
-4907047487484200029,4907025,337693460587511049549,-276324,2026-07-21 01:04:35.000 UTC
399850827611772289543,-399869517,337693460587511049549,-276324,2026-07-21 01:15:11.000 UTC
805573735905932349902,-805614265,337693460587511049549,-276324,2026-07-21 01:18:23.000 UTC
4997662676133339312792,-4998000000,337693460587511049549,-276324,2026-07-21 01:20:11.000 UTC
-13752752496000000000000,13752682365,1382811519302770508545,-276325,2026-07-21 01:20:59.000 UTC
14997775400576377279124,-14998500000,337693460587511049549,-276324,2026-07-21 01:27:59.000 UTC
-3313249705716642480128,3313348633,337693460587511049549,-276324,2026-07-21 01:28:23.000 UTC
-178870157183293835720,178873648,337693460587511049549,-276324,2026-07-21 01:30:59.000 UTC
-4430450377747350565,4430534,337693460587511049549,-276324,2026-07-21 01:31:11.000 UTC
-3296404187657718102,3296466,337693460587511049549,-276324,2026-07-21 01:32:59.000 UTC
-30645977163439544129,30646554,337693460587511049549,-276324,2026-07-21 01:36:59.000 UTC
-181069606346792561563,181072906,337693460587511049549,-276324,2026-07-21 01:37:23.000 UTC
-62589421729952000000,62590517,337693460587511049549,-276324,2026-07-21 01:38:59.000 UTC
5000146093410554419192,-5000556744,337693460587511049549,-276324,2026-07-21 01:41:47.000 UTC
-9131445920000000000000,9131627549,337693460587511049549,-276324,2026-07-21 01:42:11.000 UTC
9996661121817442970709,-9997385445,337693460587511049549,-276324,2026-07-21 01:42:59.000 UTC
-21000000000000000000000,20999946542,1382811519302770508545,-276325,2026-07-21 01:43:35.000 UTC
17497171568938964291059,-17497847000,337693460587511049549,-276324,2026-07-21 01:45:11.000 UTC
-10871257242000000000000,10871255012,1382811519302770508545,-276325,2026-07-21 01:45:35.000 UTC
97236898512996106836,-97239339,1382811519302770508545,-276325,2026-07-21 01:47:23.000 UTC
16198932767058862264586,-16200000000,337693460587511049549,-276324,2026-07-21 01:53:59.000 UTC
-9000000000000000239127,9000331151,337693460587511049549,-276324,2026-07-21 01:54:11.000 UTC
-5470654602000000000000,5470621464,337693460587511049549,-276324,2026-07-21 01:54:23.000 UTC
13341358183354648101054,-13342255441,337693460587511049549,-276324,2026-07-21 01:55:11.000 UTC
-3000972645521729573210,3001116312,337693460587511049549,-276324,2026-07-21 01:58:11.000 UTC
-10345000000000000000000,10345086396,337693460587511049549,-276324,2026-07-21 01:58:35.000 UTC
13565987385588241290826,-13566908431,337693460587511049549,-276324,2026-07-21 01:58:59.000 UTC
-42219036391214881414,42221482,337693460587511049549,-276324,2026-07-21 01:59:23.000 UTC
-3497194026903925825931,3497360000,337693460587511049549,-276324,2026-07-21 01:59:35.000 UTC
-9550406960000000000000,9550491200,337693460587511049549,-276324,2026-07-21 02:01:35.000 UTC
14998875689100151486879,-15000000000,337693460587511049549,-276324,2026-07-21 02:02:11.000 UTC
-2868285032243438551040,2868459656,337693460587511049549,-276324,2026-07-21 02:02:35.000 UTC
-1251274097091533506,1251339,337693460587511049549,-276324,2026-07-21 02:06:11.000 UTC
-7070947929209719800000,7071170234,337693460587511049549,-276324,2026-07-21 02:09:23.000 UTC
1222305823832051960769,-1222384201,337693460587511049549,-276324,2026-07-21 02:24:35.000 UTC
-190664076000000000000,190667350,337693460587511049549,-276324,2026-07-21 02:26:59.000 UTC
-96716541011951076302,96718119,337693460587511049549,-276324,2026-07-21 02:27:47.000 UTC
5286748876599696092588,-5287180788,337693460587511049549,-276324,2026-07-21 02:54:47.000 UTC
-12500000000000000000000,12500130360,1382811519302770508545,-276325,2026-07-21 02:55:11.000 UTC
209124795400679201724,-209130388,1382811519302770508545,-276325,2026-07-21 02:56:47.000 UTC
14998214903236210669801,-14999250000,337693460587511049549,-276324,2026-07-21 03:02:23.000 UTC
-14999661600000000000000,14999946722,1382811519302770508545,-276325,2026-07-21 03:03:23.000 UTC
160637072999645171704,-160641412,1382811519302770508545,-276325,2026-07-21 03:03:59.000 UTC
-1673705316764415960936,1673664997,1382811519302770508545,-276325,2026-07-21 03:05:35.000 UTC
5977254767235957721,-5977403,1382811519302770508545,-276325,2026-07-21 03:06:11.000 UTC
141303551901021689984,-141307106,1382811519302770508545,-276325,2026-07-21 03:07:59.000 UTC
234019167574518649481,-234024990,1382811519302770508545,-276325,2026-07-21 03:07:59.000 UTC
-270233548716739253543,270226769,1382811519302770508545,-276325,2026-07-21 03:08:35.000 UTC
-97451195443717097734,97448776,1382811519302770508545,-276325,2026-07-21 03:08:35.000 UTC
1908417131078411634693,-1908466942,1382811519302770508545,-276325,2026-07-21 03:20:47.000 UTC
13465836474594359728,-13466207,1382811519302770508545,-276325,2026-07-21 03:21:35.000 UTC
-2247824895030000000000,2247770663,1382811519302770508545,-276325,2026-07-21 03:26:35.000 UTC
899227609114929432580,-899250000,1382811519302770508545,-276325,2026-07-21 03:29:23.000 UTC
944225229908314870728,-944250000,1382811519302770508545,-276325,2026-07-21 03:29:59.000 UTC
-199929465578785823372,199924821,1382811519302770508545,-276325,2026-07-21 03:33:11.000 UTC
-3641989764600000000000,3641895043,1382811519302770508545,-276325,2026-07-21 03:33:47.000 UTC
16901829348281865180,-16902191,1382811519302770508545,-276325,2026-07-21 03:33:47.000 UTC
944259164031337477054,-944280000,1382811519302770508545,-276325,2026-07-21 03:38:59.000 UTC
377090758284989398161,-377099440,1382811519302770508545,-276325,2026-07-21 03:47:59.000 UTC
125413743626846688780,-125416677,1382811519302770508545,-276325,2026-07-21 04:06:59.000 UTC
2460950816276215535,-2461008,1382811519302770508545,-276325,2026-07-21 04:10:11.000 UTC
-300000000000000000000,299991977,1382811519302770508545,-276325,2026-07-21 04:10:11.000 UTC
-103975517410808525056,103972706,1382811519302770508545,-276325,2026-07-21 04:12:35.000 UTC
-58724007000000000000000,58719921648,1382811519302770508545,-276325,2026-07-21 04:41:59.000 UTC
1378538668006218908922,-1378454527,1382811519302770508545,-276325,2026-07-21 04:42:11.000 UTC
38213344232448818748451,-38212105831,1382811519302770508545,-276325,2026-07-21 04:43:23.000 UTC
-48000000000139849402195,47995704917,1382811519302770508545,-276326,2026-07-21 04:48:47.000 UTC
1805380747190745698505,-1805249161,1382811519302770508545,-276325,2026-07-21 04:48:59.000 UTC
43514658114357451459558,-43512912520,1382811519302770508545,-276325,2026-07-21 04:49:11.000 UTC
49555733696235243633,-49555307,1382811519302770508545,-276325,2026-07-21 04:50:23.000 UTC
100337186163333515389261,-100322535168,1382811519302770508545,-276325,2026-07-21 04:56:47.000 UTC
-43380000000000000000000,43369587616,1045118058715259458996,-276327,2026-07-21 04:56:47.000 UTC
-100337185944959694111167,100324029368,1382811519302770508545,-276326,2026-07-21 04:56:47.000 UTC
42802145729096986269746,-42800418290,1382811519302770508545,-276325,2026-07-21 04:57:59.000 UTC
21733820303670585173729,-21733957432,1382811519302770508545,-276325,2026-07-21 04:59:35.000 UTC
-1231892315751845914344,1231856757,1382811519302770508545,-276325,2026-07-21 05:06:35.000 UTC
-35605926254072420075,35604865,1382811519302770508545,-276325,2026-07-21 05:06:47.000 UTC
-62731701122239328254806,62726985729,1382811519302770508545,-276325,2026-07-21 05:09:11.000 UTC
9757759400555221592991,-9757140030,1382811519302770508545,-276325,2026-07-21 05:09:23.000 UTC
32499480203246009547265,-32499000000,6064553927147045667585,-276325,2026-07-21 05:10:59.000 UTC
25089099645008966064455,-25088139313,1382811519302770508545,-276325,2026-07-21 05:10:59.000 UTC
-11735795621435428620912,11734998739,1382811519302770508545,-276325,2026-07-21 05:11:47.000 UTC
-39045066287982450813899,39040981417,1382811519302770508545,-276326,2026-07-21 05:16:59.000 UTC
-15158184213218422463088,15156935980,1382811519302770508545,-276325,2026-07-21 05:17:11.000 UTC
42502215305687727563652,-42500000000,1382811519302770508545,-276325,2026-07-21 05:17:11.000 UTC
40307159574548289892418,-40306588709,1382811519302770508545,-276325,2026-07-21 05:18:11.000 UTC
40755057548666643124932,-40749467004,1382811519302770508545,-276326,2026-07-21 05:19:47.000 UTC
-125595742197177634794902,125579938851,1382811519302770508545,-276326,2026-07-21 05:19:47.000 UTC
9535901024237715967759,-9534939684,1382811519302770508545,-276326,2026-07-21 05:19:59.000 UTC
72503008263557142113939,-72500000000,1382811519302770508545,-276325,2026-07-21 05:19:59.000 UTC
-9535900740371034931200,9535462490,1382811519302770508545,-276325,2026-07-21 05:19:59.000 UTC
12500139867434339685885,-12500217187,1382811519302770508545,-276325,2026-07-21 05:20:11.000 UTC
-191231325947908021857,191224649,1382811519302770508545,-276325,2026-07-21 05:24:59.000 UTC
-265844101307398272061,265834731,1382811519302770508545,-276325,2026-07-21 05:30:11.000 UTC
-96210494771942482294,96207078,1382811519302770508545,-276325,2026-07-21 05:30:23.000 UTC
-52836835805085389125831,52832937453,1382811519302770508545,-276325,2026-07-21 05:32:59.000 UTC
3847167644387293484,-3846930,1382811519302770508545,-276325,2026-07-21 05:36:11.000 UTC
4098360468773500323220,-4098118584,1382811519302770508545,-276325,2026-07-21 05:39:59.000 UTC
32500557833309631151433,-32500000000,4006830106049678820097,-276325,2026-07-21 05:43:35.000 UTC
21284174122481034497625,-21283308587,1382811519302770508545,-276325,2026-07-21 05:43:35.000 UTC
-13178179103539146782,13177400,1382811519302770508545,-276325,2026-07-21 05:44:59.000 UTC
-1798925163510246862922,1798816559,1382811519302770508545,-276325,2026-07-21 05:45:47.000 UTC
-146910668620061801045,146901592,1382811519302770508545,-276325,2026-07-21 05:46:11.000 UTC
-109449800000000000000,109443018,1382811519302770508545,-276325,2026-07-21 05:53:23.000 UTC
-2398627455598114332,2398478,1382811519302770508545,-276325,2026-07-21 06:10:23.000 UTC
-14608444458357478449347,14607383744,1382811519302770508545,-276325,2026-07-21 06:13:11.000 UTC
29772577350673001007,-29771591,1382811519302770508545,-276325,2026-07-21 06:13:23.000 UTC
-4001607231493531250042,4001263001,1382811519302770508545,-276325,2026-07-21 06:17:11.000 UTC
-9928117053295673161080,9927163011,1382811519302770508545,-276325,2026-07-21 06:20:35.000 UTC
25002130009789180481003,-25001250000,1382811519302770508545,-276325,2026-07-21 06:23:23.000 UTC
24633807024021812912770,-24629842531,1382811519302770508545,-276326,2026-07-21 06:23:59.000 UTC
-21115647708648123815730,21113908108,1382811519302770508545,-276325,2026-07-21 06:23:59.000 UTC
-111649690798266661662431,111631454137,1362745516507887949236,-276327,2026-07-21 06:23:59.000 UTC
80006808767883318278719,-80000000000,1382811519302770508545,-276325,2026-07-21 06:24:11.000 UTC
50001767933713059160537,-50002538167,337693460587511049549,-276324,2026-07-21 06:24:35.000 UTC
-10602403339884506661607,10602589877,337693460587511049549,-276324,2026-07-21 06:24:47.000 UTC
-2302999704336672110888,2302953861,1382811519302770508545,-276325,2026-07-21 06:24:47.000 UTC
320869186255379730506509,-320781132713,1382811519302770508545,-276325,2026-07-21 06:25:11.000 UTC
-25998700000000000000000,25599353727,30686201373821608033,-276487,2026-07-21 06:25:11.000 UTC
-346485659971113409925493,346380486442,0,-276471,2026-07-21 06:25:11.000 UTC
16251802549915982699190,-16251820717,1382811519302770508545,-276325,2026-07-21 06:26:11.000 UTC
-24997500000000001703936,24996120006,1382811519302770508545,-276325,2026-07-21 06:26:35.000 UTC
302317342862323395770251,-302229735495,1382811519302770508545,-276325,2026-07-21 06:28:59.000 UTC
-9848498068000000000000,9798672100,196546902851901145020,-276375,2026-07-21 06:28:59.000 UTC
-312131917040721729557847,312028407597,0,-276371,2026-07-21 06:28:59.000 UTC
22500476892609616768476,-22500000000,1382811519302770508545,-276325,2026-07-21 06:30:23.000 UTC
-24997500000000001703936,24995675227,1382811519302770508545,-276325,2026-07-21 06:30:59.000 UTC
2998033095105521870908,-2997916448,1382811519302770508545,-276325,2026-07-21 06:31:11.000 UTC
22500460574900258045015,-22500000000,1382811519302770508545,-276325,2026-07-21 06:36:23.000 UTC
-196471377145841306,196454,1382811519302770508545,-276325,2026-07-21 06:36:23.000 UTC
-8323841429325969678470,8323340195,1382811519302770508545,-276325,2026-07-21 06:36:47.000 UTC
-11028644212019831442132,11027825775,1382811519302770508545,-276325,2026-07-21 06:36:59.000 UTC
15000320102377913658313,-15000000000,1382811519302770508545,-276325,2026-07-21 06:37:23.000 UTC
-92010798000000006271849,91999110888,1382811519302770508545,-276326,2026-07-21 06:37:35.000 UTC
28089151017168162671696,-28085689281,1382811519302770508545,-276326,2026-07-21 06:37:47.000 UTC
52007475067679642154223,-52005913960,1382811519302770508545,-276325,2026-07-21 06:37:47.000 UTC
52504543833441248865228,-52500000000,1382811519302770508545,-276325,2026-07-21 06:37:47.000 UTC
-1657949280402023589519,1657876982,1382811519302770508545,-276325,2026-07-21 06:38:35.000 UTC
-55758797447760692987567,55754051039,1382811519302770508545,-276326,2026-07-21 06:38:47.000 UTC
27503813219866213685615,-27500000000,1382811519302770508545,-276326,2026-07-21 06:38:59.000 UTC
-57456901425994035263161,57447307217,1382811519302770508545,-276326,2026-07-21 06:38:59.000 UTC
13043478097759747003359,-13042052096,1382811519302770508545,-276326,2026-07-21 06:39:11.000 UTC
-9535964916665724960768,9535601157,1382811519302770508545,-276325,2026-07-21 06:39:23.000 UTC
72502441835205625645368,-72500000000,1382811519302770508545,-276325,2026-07-21 06:39:23.000 UTC
9535965205305823265735,-9535078352,1382811519302770508545,-276326,2026-07-21 06:39:23.000 UTC
-71498536200000000000000,71491619433,1382811519302770508545,-276326,2026-07-21 06:40:59.000 UTC
60003636397346850854693,-60000000000,1872536157778374753961,-276325,2026-07-21 06:41:23.000 UTC
-8382276270007360704541,8381727901,1872536157778374753961,-276325,2026-07-21 06:41:35.000 UTC
15533724436961673802799,-15533425561,1872536157778374753961,-276325,2026-07-21 06:41:35.000 UTC
-7128176926786317141464,7127651564,1872536157778374753961,-276325,2026-07-21 06:41:47.000 UTC
-17139423695352828783449,17137938389,1872536157778374753961,-276325,2026-07-21 06:42:11.000 UTC
-1500000000000000000000,1499905142,1872536157778374753961,-276325,2026-07-21 06:42:35.000 UTC
31250910238925406695642,-31250000000,1872536157778374753961,-276325,2026-07-21 06:42:35.000 UTC
-14008000000000000000000,14006998160,1872536157778374753961,-276325,2026-07-21 06:42:47.000 UTC
-25031985009194648588074,25029709549,2102672683499174231500,-276325,2026-07-21 06:43:11.000 UTC
37501311592914977357962,-37500000000,2102672683499174231500,-276325,2026-07-21 06:43:35.000 UTC
-18889894782754030658489,18888456851,2102672683499174231500,-276325,2026-07-21 06:44:23.000 UTC
-44780000000000000000000,44775230955,1612948045023569986084,-276326,2026-07-21 06:45:23.000 UTC
22223496356529267655418,-22222000000,2102672683499174231500,-276325,2026-07-21 06:45:35.000 UTC
57501679847544455028200,-57500000000,2102672683499174231500,-276325,2026-07-21 06:46:11.000 UTC
-29839577884819667432070,29836561687,2102672683499174231500,-276325,2026-07-21 06:46:23.000 UTC
-36826303990600000000000,36823748998,2102672683499174231500,-276325,2026-07-21 06:46:23.000 UTC
50004324850742480658824,-50003250000,6914564815986433981900,-276325,2026-07-21 06:46:59.000 UTC
38425945136676960615965,-38424139117,2102672683499174231500,-276325,2026-07-21 06:46:59.000 UTC
-3627599362116707942400,3627359986,2102672683499174231500,-276325,2026-07-21 06:46:59.000 UTC
-4950000000000000000,4949664,2353334850274015685684,-276325,2026-07-21 06:48:11.000 UTC
-2968752433630940727,2968371,1863610211798411440268,-276326,2026-07-21 06:48:35.000 UTC
-69994724000000000000000,69987899015,1863610211798411440268,-276326,2026-07-21 06:48:35.000 UTC
55002964442692490958805,-55000000000,2353334850274015685684,-276325,2026-07-21 06:48:47.000 UTC
-26335144795312904558977,26332731277,2353334850274015685684,-276325,2026-07-21 06:48:59.000 UTC
57501133372867299324603,-57500000000,3653715136926064421940,-276325,2026-07-21 06:49:35.000 UTC
20465016767129441464082,-20464113382,2353334850274015685684,-276325,2026-07-21 06:49:35.000 UTC
-6512126962452886528763,6511757468,2353334850274015685684,-276325,2026-07-21 06:49:47.000 UTC
