timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity,pool_price,usdc_price,oracle_price,dev_bps,token0,token1,usdc_sold_into_pool,swap_direction,peg_below,is_drain,swap_size_usd,drain_volume_usd
2026-05-01 04:19:00,14727875000,-14728228019,1.0,1.0,1.0,1.0,14727875000,0,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,14727.875,14727.875
2026-05-01 04:20:00,-313066479,313136562,1.0,1.0,1.0,1.0,0,313136562,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,313.136562,0.0
2026-05-01 04:22:00,908549435,-908571072,1.0,1.0,1.0,1.0,908549435,0,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,908.549435,908.549435
2026-05-01 04:24:00,-619861245,620000000,1.0,1.0,1.0,1.0,0,620000000,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,620.0,0.0
2026-05-01 04:25:00,-502358080,502470539,1.0,1.0,1.0,1.0,0,502470539,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,502.470539,0.0
2026-05-01 04:26:00,-506090774,506204073,1.0,1.0,1.0,1.0,0,506204073,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,506.204073,0.0
2026-05-01 04:27:00,49470093579,-49471163874,1.0,1.0,1.0,1.0,49890000000,420000000,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,50310.0,50310.0
2026-05-01 04:28:00,350755336,-350763340,1.0,1.0,1.0,1.0,350755336,0,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,350.755336,350.755336
2026-05-01 04:39:00,-1244834387,1245111820,1.0,1.0,1.0,1.0,0,1245111820,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,1245.11182,0.0
2026-05-01 04:41:00,-836635154,836821632,1.0,1.0,1.0,1.0,0,836821632,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,836.821632,0.0
2026-05-01 04:42:00,-203553534,203598906,1.0,1.0,1.0,1.0,0,203598906,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,203.598906,0.0
2026-05-01 04:51:00,-483821143,483928990,1.0,1.0,1.0,1.0,0,483928990,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,483.92899,0.0
2026-05-01 04:52:00,-599883793419,600020401645,1.0,1.0,1.0,1.0,0,600020401645,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,600020.401645,0.0
2026-05-01 04:53:00,-599665989720,599808497959,1.0,1.0,1.0,1.0,191494065,600000000000,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,600191.494065,0.0
2026-05-01 05:04:00,-112149696,112176803,1.0,1.0,1.0,1.0,0,112176803,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,112.176803,0.0
2026-05-01 05:07:00,-118333108,118361710,1.0,1.0,1.0,1.0,0,118361710,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,118.36171,0.0
2026-05-01 05:08:00,-257011825,257073946,1.0,1.0,1.0,1.0,0,257073946,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,257.073946,0.0
2026-05-01 05:14:00,114271411,-114276171,1.0,1.0,1.0,1.0,114271411,0,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,114.271411,114.271411
2026-05-01 05:20:00,422860919,-422776014,1.0,1.0,1.0,1.0,935353673,512616629,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,1447.970302,1447.970302
2026-05-01 05:22:00,-1388635555,1388971200,1.0,1.0,1.0,1.0,0,1388971200,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,1388.9712,0.0
2026-05-01 05:28:00,770001500,-770033589,1.0,1.0,1.0,1.0,770001500,0,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,770.0015,770.0015
2026-05-01 05:31:00,-209019083,209069820,1.0,1.0,1.0,1.0,1064489,210134352,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,211.198841,0.0
2026-05-01 05:34:00,-559864671,560000000,1.0,1.0,1.0,1.0,0,560000000,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,560.0,0.0
2026-05-01 05:35:00,-2330791660,2331364495,1.0,1.0,1.0,1.0,46866628,2378233078,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,2425.099706,0.0
2026-05-01 05:42:00,281384319,-281396060,1.0,1.0,1.0,1.0,281384319,0,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,281.384319,281.384319
2026-05-01 05:45:00,2387899136,-2387998712,1.0,1.0,1.0,1.0,2387899136,0,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,2387.899136,2387.899136
2026-05-01 05:57:00,483837846,-483858008,1.0,1.0,1.0,1.0,483837846,0,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,483.837846,483.837846
2026-05-01 06:02:00,-599552077855,599699751633,1.0,1.0,1.0,1.0,248356,599700000000,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,599700.248356,0.0
2026-05-01 06:03:00,-117095900,117125402,1.0,1.0,1.0,1.0,0,117125402,97616165795274506,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,117.125402,0.0
2026-05-01 06:05:00,-3826233704,3827506881,1.0,1.0,1.0,1.0,1544928595,5372515800,97614688366074960,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,False,buy_usdc,True,False,6917.444395,0.0
2026-05-01 06:11:00,6115153004,-6115470467,1.0,1.0,1.0,1.0,6115153004,0,97614688366074960,1.0,0.99973,0.99973,2.6999999999999247,USDC,USDT,True,sell_usdc,True,True,6115.153004,6115.153004
